ID,Statistical Division or Subdivision,LGA,Offence category,Subcategory,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
7083,South Eastern,Cooma-Monaro,"Harassment, threatening behaviour and private nuisance",,25,21,40,49,42,79,62,51,59,97,79
7084,South Eastern,Cooma-Monaro,Other offences against the person,,3,0,2,6,3,4,6,4,5,3,2
7085,South Eastern,Cooma-Monaro,Theft,Break and enter dwelling,69,53,47,48,41,53,51,31,30,43,40
7086,South Eastern,Cooma-Monaro,Theft,Break and enter non-dwelling,78,43,35,32,24,29,48,30,24,24,26
7087,South Eastern,Cooma-Monaro,Theft,Receiving or handling stolen goods,11,17,5,9,6,5,5,7,4,5,6
7088,South Eastern,Cooma-Monaro,Theft,Motor vehicle theft,11,21,16,14,11,11,8,7,12,8,10
7089,South Eastern,Cooma-Monaro,Theft,Steal from motor vehicle,51,35,47,35,29,33,29,21,40,37,89
7090,South Eastern,Cooma-Monaro,Theft,Steal from retail store,29,27,21,16,20,12,21,12,27,14,30
7091,South Eastern,Cooma-Monaro,Theft,Steal from dwelling,56,42,43,46,51,56,47,38,34,36,38
7092,South Eastern,Cooma-Monaro,Theft,Steal from person,2,2,3,5,1,2,0,3,6,3,2
7093,South Eastern,Cooma-Monaro,Theft,Stock theft,9,15,36,11,8,7,6,15,6,16,13
7094,South Eastern,Cooma-Monaro,Theft,Fraud,22,22,13,30,61,34,31,30,18,25,43
7095,South Eastern,Cooma-Monaro,Theft,Other theft,60,68,74,57,74,60,57,57,40,42,43
7096,South Eastern,Cooma-Monaro,Arson,,4,5,2,1,9,5,9,20,6,11,12
7097,South Eastern,Cooma-Monaro,Malicious damage to property,,204,116,146,166,190,198,222,197,169,170,142
7098,South Eastern,Cooma-Monaro,Drug offences,Possession and/or use of cocaine,0,0,0,0,1,1,1,0,0,0,0
7099,South Eastern,Cooma-Monaro,Drug offences,Possession and/or use of narcotics,0,0,0,0,0,0,0,0,0,1,1
7100,South Eastern,Cooma-Monaro,Drug offences,Possession and/or use of cannabis,13,8,17,29,18,30,26,22,29,47,46
7101,South Eastern,Cooma-Monaro,Drug offences,Possession and/or use of amphetamines,0,2,2,4,4,0,5,2,1,2,3
7102,South Eastern,Cooma-Monaro,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,1,0,0,2,1,0
7103,South Eastern,Cooma-Monaro,Drug offences,Possession and/or use of other drugs,0,0,0,1,0,1,5,1,0,4,3
7104,South Eastern,Cooma-Monaro,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0
7105,South Eastern,Cooma-Monaro,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0
7106,South Eastern,Cooma-Monaro,Drug offences,"Dealing, trafficking in cannabis",0,0,0,0,0,0,0,0,1,3,0
7107,South Eastern,Cooma-Monaro,Drug offences,"Dealing, trafficking in amphetamines",0,0,1,3,4,0,0,8,2,1,0
7108,South Eastern,Cooma-Monaro,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,1,0,0,0,0
7109,South Eastern,Cooma-Monaro,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,1,0,1,0,0
7110,South Eastern,Cooma-Monaro,Drug offences,Cultivating cannabis,5,6,1,5,0,0,5,3,1,4,1
7111,South Eastern,Cooma-Monaro,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0
7112,South Eastern,Cooma-Monaro,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0
7113,South Eastern,Cooma-Monaro,Drug offences,Other drug offences,6,1,5,4,9,7,4,4,7,4,3
7114,South Eastern,Cooma-Monaro,Prohibited and regulated weapons offences,,19,31,59,33,17,18,47,24,23,22,19
7115,South Eastern,Cooma-Monaro,Disorderly conduct,Trespass,18,13,24,23,23,50,28,29,30,23,35
7116,South Eastern,Cooma-Monaro,Disorderly conduct,Offensive conduct,5,8,15,16,22,34,31,22,21,15,33
7117,South Eastern,Cooma-Monaro,Disorderly conduct,Offensive language,6,6,14,18,12,14,16,7,11,17,16
7118,South Eastern,Cooma-Monaro,Disorderly conduct,Criminal intent,0,3,0,3,0,2,7,5,0,12,8
7119,South Eastern,Cooma-Monaro,Betting and gaming offences,,0,0,7,2,0,3,0,0,0,0,0
7120,South Eastern,Cooma-Monaro,Liquor offences,,11,11,20,49,41,85,55,16,12,31,30
7121,South Eastern,Cooma-Monaro,Pornography offences,,0,0,0,0,0,2,0,1,0,0,1
7122,South Eastern,Cooma-Monaro,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0
7123,South Eastern,Cooma-Monaro,Against justice procedures,Escape custody,1,0,0,0,1,0,0,1,0,0,1
7124,South Eastern,Cooma-Monaro,Against justice procedures,Breach Apprehended Violence Order,11,19,21,14,14,15,19,17,21,21,28
7125,South Eastern,Cooma-Monaro,Against justice procedures,Breach bail conditions,9,6,6,22,3,10,10,9,13,18,21
7126,South Eastern,Cooma-Monaro,Against justice procedures,Fail to appear,1,2,0,1,0,0,4,0,1,0,1
7127,South Eastern,Cooma-Monaro,Against justice procedures,Resist or hinder officer,7,6,8,17,17,15,12,6,14,23,26
7128,South Eastern,Cooma-Monaro,Against justice procedures,Other offences against justice procedures,12,4,1,4,0,1,3,4,1,1,4
7129,South Eastern,Cooma-Monaro,Transport regulatory offences,,0,0,0,0,0,2,0,1,0,0,0
7130,South Eastern,Cooma-Monaro,Other offences,,39,58,94,53,70,54,50,47,38,55,58
7131,South Eastern,Eurobodalla,Homicide,Murder (a),1,1,0,1,0,0,4,1,0,1,0
7132,South Eastern,Eurobodalla,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,zero
7133,South Eastern,Eurobodalla,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,1
7134,South Eastern,Eurobodalla,Homicide,Manslaughter (a),0,0,zero,0,0,0,0,0,0,0,0
7135,South Eastern,Eurobodalla,Assault,Domestic violence related assault,143,154,140,149,123,129,140,148,133,147,176
7136,South Eastern,Eurobodalla,Assault,Non-domestic violence related assault,265,228,262,283,280,278,246,272,212,185,210
7137,South Eastern,Eurobodalla,Assault,Assault Police,27,18,24,25,33,19,26,25,11,12,9
7138,South Eastern,Eurobodalla,Sexual offences,Sexual assault,15,27,23,36,34,35,30,36,30,31,22
7139,South Eastern,Eurobodalla,Sexual offences,"Indecent assault, act of indecency and other sexual offences",30,35,33,87,74,41,39,42,26,44,38
7140,South Eastern,Eurobodalla,Abduction and kidnapping,,1,2,0,3,3,2,2,1,0,1,1
7141,South Eastern,Eurobodalla,Robbery,Robbery without a weapon,6,5,3,6,8,7,4,5,6,2,4
7142,South Eastern,Eurobodalla,Robbery,Robbery with a firearm,1,0,0,0,0,1,0,0,0,0,0
7143,South Eastern,Eurobodalla,Robbery,Robbery with a weapon not a firearm,0,1,1,4,3,3,3,5,3,2,0
7144,South Eastern,Eurobodalla,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0
7145,South Eastern,Eurobodalla,"Harassment, threatening behaviour and private nuisance",,99,121,144,167,193,217,190,252,180,183,256
7146,South Eastern,Eurobodalla,Other offences against the person,,24,19,14,22,12,30,18,13,6,11,6
7147,South Eastern,Eurobodalla,Theft,Break and enter dwelling,240,333,256,221,258,270,207,227,197,263,281
7148,South Eastern,Eurobodalla,Theft,Break and enter non-dwelling,225,186,162,150,170,203,184,127,102,156,89
7149,South Eastern,Eurobodalla,Theft,Receiving or handling stolen goods,32,51,37,37,25,23,28,22,32,36,26
7150,South Eastern,Eurobodalla,Theft,Motor vehicle theft,118,113,120,93,78,120,100,78,66,63,72
7151,South Eastern,Eurobodalla,Theft,Steal from motor vehicle,321,340,262,167,279,270,301,402,311,338,355
7152,South Eastern,Eurobodalla,Theft,Steal from retail store,124,121,63,82,110,69,117,102,152,131,117
7153,South Eastern,Eurobodalla,Theft,Steal from dwelling,239,243,206,205,187,180,144,145,98,162,117
7154,South Eastern,Eurobodalla,Theft,Steal from person,20,18,12,12,12,18,18,14,20,6,9
7155,South Eastern,Eurobodalla,Theft,Stock theft,5,6,2,4,2,5,5,5,2,2,2
7156,South Eastern,Eurobodalla,Theft,Fraud,87,69,109,81,98,86,100,83,85,83,111
7157,South Eastern,Eurobodalla,Theft,Other theft,310,300,274,264,306,253,264,218,233,201,195
7158,South Eastern,Eurobodalla,Arson,,25,17,34,29,23,19,17,27,18,21,32
7159,South Eastern,Eurobodalla,Malicious damage to property,,488,623,548,601,660,597,551,589,476,526,470
7160,South Eastern,Eurobodalla,Drug offences,Possession and/or use of cocaine,1,0,0,0,0,0,0,0,3,1,1
7161,South Eastern,Eurobodalla,Drug offences,Possession and/or use of narcotics,0,2,0,1,0,1,0,0,2,1,1
7162,South Eastern,Eurobodalla,Drug offences,Possession and/or use of cannabis,110,86,74,60,136,103,198,165,216,209,238
7163,South Eastern,Eurobodalla,Drug offences,Possession and/or use of amphetamines,2,9,2,7,15,2,12,7,11,11,23
7164,South Eastern,Eurobodalla,Drug offences,Possession and/or use of ecstasy,5,1,2,1,4,1,5,4,3,1,6
7165,South Eastern,Eurobodalla,Drug offences,Possession and/or use of other drugs,1,2,1,3,7,4,4,5,9,7,25
7166,South Eastern,Eurobodalla,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0
7167,South Eastern,Eurobodalla,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0
7168,South Eastern,Eurobodalla,Drug offences,"Dealing, trafficking in cannabis",7,4,2,0,10,0,1,7,7,10,31
7169,South Eastern,Eurobodalla,Drug offences,"Dealing, trafficking in amphetamines",1,17,2,0,19,0,0,0,2,6,22
7170,South Eastern,Eurobodalla,Drug offences,"Dealing, trafficking in ecstasy",4,0,0,0,0,0,2,2,2,0,7
7171,South Eastern,Eurobodalla,Drug offences,"Dealing, trafficking in other drugs",0,1,0,0,0,0,0,3,0,0,12
7172,South Eastern,Eurobodalla,Drug offences,Cultivating cannabis,25,31,31,13,39,27,36,38,43,33,35
7173,South Eastern,Eurobodalla,Drug offences,Manufacture drug,0,1,0,0,0,0,0,2,1,0,0
7174,South Eastern,Eurobodalla,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0
7175,South Eastern,Eurobodalla,Drug offences,Other drug offences,24,30,22,4,31,33,50,52,63,59,75
7176,South Eastern,Eurobodalla,Prohibited and regulated weapons offences,,64,47,59,43,69,45,59,52,53,33,64
7177,South Eastern,Eurobodalla,Disorderly conduct,Trespass,63,57,50,65,65,70,86,65,90,79,83
7178,South Eastern,Eurobodalla,Disorderly conduct,Offensive conduct,51,49,33,51,77,78,113,104,133,128,120
7179,South Eastern,Eurobodalla,Disorderly conduct,Offensive language,63,37,35,27,33,40,59,90,59,67,29
7180,South Eastern,Eurobodalla,Disorderly conduct,Criminal intent,17,9,5,16,13,11,10,21,9,11,8
7181,South Eastern,Eurobodalla,Betting and gaming offences,,0,0,0,0,1,1,0,2,0,0,0
7182,South Eastern,Eurobodalla,Liquor offences,,73,73,79,118,193,195,257,251,204,139,114
7183,South Eastern,Eurobodalla,Pornography offences,,0,2,0,1,0,0,0,0,1,0,1
7184,South Eastern,Eurobodalla,Prostitution offences,,1,0,0,0,zero,0,0,0,1,0,0
7185,South Eastern,Eurobodalla,Against justice procedures,Escape custody,3,1,3,3,5,3,4,2,3,1,1
7186,South Eastern,Eurobodalla,Against justice procedures,Breach Apprehended Violence Order,103,89,102,109,84,79,89,101,89,90,100
7187,South Eastern,Eurobodalla,Against justice procedures,Breach bail conditions,48,58,40,42,52,67,111,104,71,54,81
7188,South Eastern,Eurobodalla,Against justice procedures,Fail to appear,5,8,2,8,3,9,17,10,5,12,5
7189,South Eastern,Eurobodalla,Against justice procedures,Resist or hinder officer,43,52,50,53,68,74,62,76,61,36,32
7190,South Eastern,Eurobodalla,Against justice procedures,Other offences against justice procedures,59,6,5,9,4,8,7,3,7,14,5
7191,South Eastern,Eurobodalla,Transport regulatory offences,,3,1,3,4,2,2,0,3,0,0,0
7192,South Eastern,Eurobodalla,Other offences,,178,140,126,173,166,202,222,215,199,135,179
7193,South Eastern,Goulburn Mulwaree,Homicide,Murder (a),0,1,1,0,1,0,0,0,1,1,0
7194,South Eastern,Goulburn Mulwaree,Homicide,Attempted murder,0,1,0,0,0,0,0,0,1,0,0
7195,South Eastern,Goulburn Mulwaree,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0
7196,South Eastern,Goulburn Mulwaree,Homicide,Manslaughter (a),1,0,0,0,0,0,0,0,1,0,0
7197,South Eastern,Goulburn Mulwaree,Assault,Domestic violence related assault,151,109,145,104,106,142,134,142,132,138,101
7198,South Eastern,Goulburn Mulwaree,Assault,Non-domestic violence related assault,231,235,221,203,232,196,197,202,204,142,144
7199,South Eastern,Goulburn Mulwaree,Assault,Assault Police,23,26,24,17,16,27,19,11,20,14,12
7200,South Eastern,Goulburn Mulwaree,Sexual offences,Sexual assault,32,23,42,32,30,27,18,34,28,28,36
7201,South Eastern,Goulburn Mulwaree,Sexual offences,"Indecent assault, act of indecency and other sexual offences",32,23,39,29,32,18,42,35,26,33,34
7202,South Eastern,Goulburn Mulwaree,Abduction and kidnapping,,0,0,2,4,1,1,3,4,0,5,0
7203,South Eastern,Goulburn Mulwaree,Robbery,Robbery without a weapon,7,2,7,3,4,5,5,9,3,5,2
7204,South Eastern,Goulburn Mulwaree,Robbery,Robbery with a firearm,0,0,2,0,3,1,0,0,0,0,0
7205,South Eastern,Goulburn Mulwaree,Robbery,Robbery with a weapon not a firearm,4,2,2,1,1,5,1,3,3,1,1
7206,South Eastern,Goulburn Mulwaree,Blackmail and extortion,,0,0,4,0,0,0,0,0,0,0,0
7207,South Eastern,Goulburn Mulwaree,"Harassment, threatening behaviour and private nuisance",,126,128,146,126,168,118,111,120,117,114,80
7208,South Eastern,Goulburn Mulwaree,Other offences against the person,,12,10,9,12,16,12,8,8,18,14,3
7209,South Eastern,Goulburn Mulwaree,Theft,Break and enter dwelling,177,180,136,148,123,163,131,116,103,95,100
7210,South Eastern,Goulburn Mulwaree,Theft,Break and enter non-dwelling,158,170,103,92,101,108,67,55,83,83,48
7211,South Eastern,Goulburn Mulwaree,Theft,Receiving or handling stolen goods,56,51,50,52,19,27,27,18,28,26,20
7212,South Eastern,Goulburn Mulwaree,Theft,Motor vehicle theft,59,94,73,40,50,63,52,62,48,33,37
7213,South Eastern,Goulburn Mulwaree,Theft,Steal from motor vehicle,113,148,124,117,99,138,97,113,122,101,126
7214,South Eastern,Goulburn Mulwaree,Theft,Steal from retail store,111,103,73,62,66,66,50,63,80,64,86
7215,South Eastern,Goulburn Mulwaree,Theft,Steal from dwelling,183,195,156,153,144,103,104,125,131,93,124
7216,South Eastern,Goulburn Mulwaree,Theft,Steal from person,33,13,11,13,8,13,11,16,12,8,9
7217,South Eastern,Goulburn Mulwaree,Theft,Stock theft,14,19,13,8,11,5,7,13,18,22,14
7218,South Eastern,Goulburn Mulwaree,Theft,Fraud,149,167,138,148,101,78,100,100,137,152,123
7219,South Eastern,Goulburn Mulwaree,Theft,Other theft,209,206,168,169,137,131,117,119,133,109,86
7220,South Eastern,Goulburn Mulwaree,Arson,,31,28,12,15,26,13,8,14,8,8,25
7221,South Eastern,Goulburn Mulwaree,Malicious damage to property,,657,654,605,661,748,653,567,692,570,440,448
7222,South Eastern,Goulburn Mulwaree,Drug offences,Possession and/or use of cocaine,0,0,0,0,1,0,0,3,1,1,6
7223,South Eastern,Goulburn Mulwaree,Drug offences,Possession and/or use of narcotics,1,2,1,3,zero,2,1,1,3,0,2
7224,South Eastern,Goulburn Mulwaree,Drug offences,Possession and/or use of cannabis,87,74,64,53,54,70,52,73,130,119,237
7225,South Eastern,Goulburn Mulwaree,Drug offences,Possession and/or use of amphetamines,16,13,8,7,17,14,15,8,11,10,27
7226,South Eastern,Goulburn Mulwaree,Drug offences,Possession and/or use of ecstasy,4,0,2,2,2,4,4,2,0,3,7
7227,South Eastern,Goulburn Mulwaree,Drug offences,Possession and/or use of other drugs,2,2,4,3,4,5,4,7,11,8,19
7228,South Eastern,Goulburn Mulwaree,Drug offences,"Dealing, trafficking in cocaine",0,0,1,0,0,0,1,0,0,0,0
7229,South Eastern,Goulburn Mulwaree,Drug offences,"Dealing, trafficking in narcotics",2,2,0,1,1,1,0,1,0,1,0
7230,South Eastern,Goulburn Mulwaree,Drug offences,"Dealing, trafficking in cannabis",7,4,11,9,1,5,2,8,6,24,7
7231,South Eastern,Goulburn Mulwaree,Drug offences,"Dealing, trafficking in amphetamines",18,2,5,0,1,5,8,1,24,12,6
7232,South Eastern,Goulburn Mulwaree,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,2,1,3,1,0,0,18,12
7233,South Eastern,Goulburn Mulwaree,Drug offences,"Dealing, trafficking in other drugs",1,0,0,0,0,0,0,0,2,1,0
7234,South Eastern,Goulburn Mulwaree,Drug offences,Cultivating cannabis,7,6,8,2,2,2,2,3,4,6,18
7235,South Eastern,Goulburn Mulwaree,Drug offences,Manufacture drug,1,1,1,0,2,0,0,0,0,0,0
7236,South Eastern,Goulburn Mulwaree,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0
7237,South Eastern,Goulburn Mulwaree,Drug offences,Other drug offences,22,18,18,21,22,19,16,30,46,31,75
7238,South Eastern,Goulburn Mulwaree,Prohibited and regulated weapons offences,,80,61,59,65,52,59,38,51,70,58,70
7239,South Eastern,Goulburn Mulwaree,Disorderly conduct,Trespass,79,102,109,123,130,90,80,42,66,67,55
7240,South Eastern,Goulburn Mulwaree,Disorderly conduct,Offensive conduct,86,89,106,100,116,87,81,54,73,78,79
7241,South Eastern,Goulburn Mulwaree,Disorderly conduct,Offensive language,123,123,113,86,92,80,47,34,45,49,36
7242,South Eastern,Goulburn Mulwaree,Disorderly conduct,Criminal intent,14,15,12,16,8,4,2,5,2,5,1
7243,South Eastern,Goulburn Mulwaree,Betting and gaming offences,,0,1,0,1,0,0,0,0,0,0,0
7244,South Eastern,Goulburn Mulwaree,Liquor offences,,238,211,196,154,262,183,139,122,118,108,121
7245,South Eastern,Goulburn Mulwaree,Pornography offences,,1,1,1,1,0,4,0,2,1,1,3
7246,South Eastern,Goulburn Mulwaree,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0
7247,South Eastern,Goulburn Mulwaree,Against justice procedures,Escape custody,7,3,3,1,1,2,1,1,0,3,0
7248,South Eastern,Goulburn Mulwaree,Against justice procedures,Breach Apprehended Violence Order,89,118,70,55,34,71,86,72,50,63,39
7249,South Eastern,Goulburn Mulwaree,Against justice procedures,Breach bail conditions,63,48,84,47,46,51,60,46,57,82,57
7250,South Eastern,Goulburn Mulwaree,Against justice procedures,Fail to appear,1,7,0,3,4,3,0,1,0,6,3
7251,South Eastern,Goulburn Mulwaree,Against justice procedures,Resist or hinder officer,71,78,84,52,71,73,63,43,47,42,44
7252,South Eastern,Goulburn Mulwaree,Against justice procedures,Other offences against justice procedures,19,8,7,5,4,5,8,4,3,4,1
7253,South Eastern,Goulburn Mulwaree,Transport regulatory offences,,26,7,5,15,10,6,9,4,6,10,12
7254,South Eastern,Goulburn Mulwaree,Other offences,,136,125,114,115,115,112,74,75,73,65,80
7255,South Eastern,Harden,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0
7256,South Eastern,Harden,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0
7257,South Eastern,Harden,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0
7258,South Eastern,Harden,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0
7259,South Eastern,Harden,Assault,Domestic violence related assault,17,10,14,17,10,18,13,8,11,6,15
7260,South Eastern,Harden,Assault,Non-domestic violence related assault,27,25,27,20,17,15,19,11,15,10,17
7261,South Eastern,Harden,Assault,Assault Police,4,4,1,1,5,0,5,0,0,2,0
7262,South Eastern,Harden,Sexual offences,Sexual assault,1,4,5,10,2,1,4,2,2,3,1
7263,South Eastern,Harden,Sexual offences,"Indecent assault, act of indecency and other sexual offences",3,3,3,3,3,3,3,1,3,1,1
7264,South Eastern,Harden,Abduction and kidnapping,,0,0,0,0,0,1,0,0,0,0,0
7265,South Eastern,Harden,Robbery,Robbery without a weapon,0,0,0,0,0,0,0,0,0,1,0
7266,South Eastern,Harden,Robbery,Robbery with a firearm,0,0,0,0,0,0,0,0,0,0,0
7267,South Eastern,Harden,Robbery,Robbery with a weapon not a firearm,0,1,0,0,zero,0,0,0,1,0,0
7268,South Eastern,Harden,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0
7269,South Eastern,Harden,"Harassment, threatening behaviour and private nuisance",,45,9,22,22,15,14,16,13,16,14,10
7270,South Eastern,Harden,Other offences against the person,,1,2,3,1,3,0,1,2,2,1,0
7271,South Eastern,Harden,Theft,Break and enter dwelling,15,12,6,8,13,16,15,7,11,10,12
7272,South Eastern,Harden,Theft,Break and enter non-dwelling,30,26,4,10,12,14,15,9,5,5,7
7273,South Eastern,Harden,Theft,Receiving or handling stolen goods,5,10,0,0,2,2,1,1,4,1,1
7274,South Eastern,Harden,Theft,Motor vehicle theft,4,7,1,4,7,2,4,2,2,4,0
7275,South Eastern,Harden,Theft,Steal from motor vehicle,12,9,14,10,5,12,9,7,9,12,9
7276,South Eastern,Harden,Theft,Steal from retail store,4,4,0,0,0,2,0,5,2,0,0
7277,South Eastern,Harden,Theft,Steal from dwelling,21,14,7,11,17,12,5,11,8,6,13
7278,South Eastern,Harden,Theft,Steal from person,0,0,1,0,0,0,0,1,1,0,2
7279,South Eastern,Harden,Theft,Stock theft,8,13,3,6,6,17,4,2,2,10,5
7280,South Eastern,Harden,Theft,Fraud,6,8,2,7,4,5,7,3,8,10,5
7281,South Eastern,Harden,Theft,Other theft,14,23,9,6,11,14,11,11,10,12,8
7282,South Eastern,Harden,Arson,,4,5,10,0,1,2,2,4,3,1,0
7283,South Eastern,Harden,Malicious damage to property,,52,36,49,24,54,41,36,25,35,29,43
7284,South Eastern,Harden,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0
7285,South Eastern,Harden,Drug offences,Possession and/or use of narcotics,0,1,0,0,0,0,2,0,0,0,0
7286,South Eastern,Harden,Drug offences,Possession and/or use of cannabis,7,9,1,5,9,8,7,10,9,5,7
7287,South Eastern,Harden,Drug offences,Possession and/or use of amphetamines,1,0,1,1,1,2,4,0,0,0,3
7288,South Eastern,Harden,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,1,0,0,0,0,0
7289,South Eastern,Harden,Drug offences,Possession and/or use of other drugs,1,0,0,0,0,0,0,0,1,1,1
7290,South Eastern,Harden,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0
7291,South Eastern,Harden,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0
7292,South Eastern,Harden,Drug offences,"Dealing, trafficking in cannabis",0,0,0,0,0,0,0,1,0,0,0
7293,South Eastern,Harden,Drug offences,"Dealing, trafficking in amphetamines",0,1,0,0,0,4,0,0,0,1,0
